"Name","Team","GS","G","IP","W","L","QS","SV","HLD","H","ER","HR","SO","BB","WHIP","K/9","BB/9","ERA","FIP","-1","WAR","RA9-WAR","-1","ADP","playerid"
"Jay Jackson","ATL","0","41","41.0","2","1","0","0","0","41","24","8","51","21","1.52","11.33","4.59","5.32","4.87","","0.0","-0.4","","999.0","7432"
"Tyler Clippard","WSN","0","37","36.0","1","1","0","2","1","34","19","8","36","13","1.28","8.93","3.15","4.79","5.08","","0.0","-0.1","","600.8","5640"
"Ian Krol","SDP","0","29","30.0","1","1","0","0","0","30","16","4","30","15","1.50","8.98","4.36","4.91","4.73","","0.0","-0.2","","999.0","10066"
"Phillips Valdez","BOS","0","24","27.0","1","1","0","0","1","27","15","3","24","13","1.51","8.09","4.43","4.87","4.71","","0.0","-0.1","","999.0","15605"
"Bryan Garcia","DET","0","29","29.0","1","1","0","0","1","29","16","4","23","11","1.41","7.14","3.58","4.89","4.95","","0.0","-0.1","","999.0","19457"
"Justin Dunn","CIN","11","13","58.0","3","5","4","0","0","61","38","12","53","30","1.57","8.26","4.70","5.95","5.80","","0.0","-0.3","","596.0","19268"
"Brad Peacock","KCR","0","7","10.0","0","0","0","0","0","11","6","2","10","4","1.43","8.66","3.64","5.14","5.08","","0.0","-0.1","","999.0","5401"
"Jorge López","BAL","1","51","61.0","3","3","0","6","7","65","33","10","56","23","1.45","8.20","3.44","4.87","4.80","","0.0","-0.2","","596.2","14527"
"Grant Dayton","MIA","0","12","12.0","0","0","0","0","1","12","7","2","12","5","1.43","9.37","3.84","5.14","5.12","","0.0","0.0","","999.0","11203"
"Justin Lawrence","COL","0","37","36.0","1","1","0","0","3","38","20","4","32","19","1.60","7.90","4.82","5.04","4.71","","0.0","-0.2","","999.0","17639"
"Rafael Dolis","","0","40","38.0","2","3","0","1","0","34","20","5","41","24","1.54","9.80","5.67","4.75","4.76","","0.0","-0.1","","999.0","4185"
"Wes Benjamin","CHW","0","5","7.0","0","0","0","0","0","8","4","1","6","3","1.50","7.89","3.89","5.34","5.24","","0.0","-0.1","","999.0","19243"
"Wily Peralta","DET","5","25","53.0","2","3","1","0","1","59","33","8","39","25","1.58","6.56","4.27","5.55","5.32","","0.0","-0.3","","601.0","7738"
"Junior Guerra","","0","28","30.0","2","2","0","0","0","29","16","5","27","14","1.42","7.93","4.25","4.72","5.05","","0.0","-0.1","","999.0","5702"
"Adrian Sampson","CHC","1","5","14.0","0","1","0","0","0","16","9","3","10","4","1.52","6.53","2.95","5.97","5.61","","0.0","-0.1","","999.0","13339"
"Jordan Holloway","MIA","0","20","25.0","1","1","0","0","1","22","13","3","25","17","1.54","9.15","6.04","4.55","4.91","","0.0","0.0","","999.0","20631"
"Kohei Arihara","TEX","1","4","9.0","0","1","1","0","0","10","6","2","6","3","1.49","6.05","3.12","5.86","5.84","","0.0","-0.1","","999.0","27505"
"Caleb Baragar","ARI","0","16","15.0","1","1","0","1","1","15","9","3","14","7","1.44","8.16","4.10","5.06","5.12","","0.0","-0.1","","999.0","19231"
"Yusmeiro Petit","","0","52","52.0","3","3","0","0","0","54","27","10","34","11","1.24","5.88","1.83","4.71","5.13","","0.0","-0.1","","601.0","4020"
"Mike Fiers","","8","8","45.0","2","3","4","0","0","51","29","10","29","16","1.47","5.69","3.15","5.86","6.06","","0.0","-0.2","","999.0","7754"
"Carson Fulmer","LAD","0","6","8.0","0","0","0","0","0","8","5","1","8","5","1.53","9.09","5.13","5.21","5.34","","0.0","-0.1","","999.0","18311"
"José Ureña","MIL","1","26","35.0","1","1","0","0","1","37","19","6","24","12","1.40","6.36","3.06","4.87","5.05","","0.0","0.0","","999.0","11589"
"Joey Krehbiel","BAL","0","41","45.0","2","2","0","0","8","42","24","8","48","23","1.45","9.50","4.56","4.74","4.94","","0.0","-0.1","","999.0","13707"
"Roenis Elías","SEA","0","6","6.0","0","0","0","0","1","6","4","1","5","3","1.56","7.78","4.56","5.63","5.60","","-0.1","-0.1","","999.0","12673"
"Manny Bañuelos","NYY","0","10","10.0","0","0","0","0","1","10","6","2","11","6","1.60","9.21","5.37","5.33","5.19","","-0.1","-0.2","","999.0","5365"
"Héctor Santiago","","0","10","15.0","0","0","0","0","0","13","8","3","16","8","1.43","9.42","5.02","4.86","5.33","","-0.1","-0.1","","999.0","4026"
"Anthony Gose","CLE","0","40","42.0","2","2","0","0","0","34","20","6","50","30","1.51","10.77","6.40","4.37","4.83","","-0.1","0.1","","601.0","5097"
"Rex Brothers","MIL","0","24","24.0","1","1","0","0","1","20","13","4","32","18","1.56","11.77","6.49","4.76","4.90","","-0.1","-0.1","","999.0","9794"
"Ryan Brasier","BOS","0","61","60.0","2","2","0","1","13","64","34","11","53","21","1.42","7.93","3.17","5.16","4.93","","-0.1","-0.5","","600.8","5615"
"Shelby Miller","NYY","0","6","10.0","0","0","0","0","0","10","6","2","9","5","1.50","8.34","4.50","5.31","5.36","","-0.1","-0.1","","999.0","10197"
"César Valdez","LAA","0","14","21.0","0","0","0","0","0","24","12","4","19","7","1.49","8.17","3.02","5.37","4.95","","-0.1","-0.2","","600.7","9013"
"Justin Garza","CLE","0","14","18.0","1","1","0","0","1","17","10","3","19","9","1.46","9.51","4.60","5.11","5.19","","-0.1","-0.1","","999.0","19784"
"James Hoyt","","0","8","7.0","0","0","0","0","0","7","4","1","6","3","1.55","8.52","4.13","5.72","5.54","","-0.1","-0.1","","999.0","14605"
"Neftalí Feliz","","0","14","12.0","1","0","0","0","0","11","7","3","13","6","1.44","9.43","4.50","5.23","5.47","","-0.1","-0.1","","999.0","18"
"Eric Hanhold","PIT","0","43","44.0","1","2","0","0","0","48","25","7","37","18","1.49","7.59","3.69","5.09","4.82","","-0.1","-0.3","","999.0","18332"
"Sean Nolin","WSN","1","8","10.0","0","1","0","0","0","12","7","2","8","5","1.61","7.47","4.17","6.12","5.86","","-0.1","-0.1","","999.0","11341"
"Albert Abreu","TEX","0","45","52.0","2","1","0","0","11","45","27","7","55","31","1.48","9.64","5.37","4.66","4.91","","-0.1","-0.1","","999.0","17485"
"Fernando Abad","","0","24","24.0","1","2","0","0","0","24","13","4","20","10","1.45","7.45","3.74","4.96","5.03","","-0.1","-0.1","","999.0","4994"
"Kyle Finnegan","WSN","0","64","64.0","2","2","0","13","4","64","34","11","64","28","1.44","8.95","3.99","4.84","4.87","","-0.1","-0.2","","383.8","15009"
"Kyle Zimmer","CIN","0","24","24.0","1","1","0","0","1","24","14","4","24","13","1.54","8.92","4.91","5.09","5.15","","-0.1","-0.2","","999.0","14169"
"Drew Hutchison","DET","0","10","12.0","0","1","0","0","1","14","8","2","11","7","1.63","7.70","4.77","5.96","5.55","","-0.1","-0.2","","999.0","10732"
"Matt Bush","TEX","0","40","39.0","1","1","0","4","3","39","22","7","35","16","1.42","8.11","3.75","5.00","5.03","","-0.1","-0.2","","598.5","1246"
"Spencer Patton","TEX","0","44","44.0","2","2","0","4","1","42","25","8","49","23","1.48","10.10","4.66","5.10","4.98","","-0.1","-0.3","","577.9","12361"
"Dan Winkler","TEX","0","30","29.0","1","1","0","0","1","26","15","5","29","15","1.42","8.84","4.78","4.75","5.17","","-0.1","-0.1","","999.0","12237"
"Keynan Middleton","ARI","0","18","18.0","1","1","0","1","1","19","11","3","17","9","1.54","8.34","4.38","5.63","5.43","","-0.1","-0.2","","999.0","15264"
"Tyler Kinley","COL","0","60","59.0","2","2","0","0","10","59","34","10","59","30","1.52","8.92","4.64","5.19","5.01","","-0.1","-0.5","","999.0","18297"
"Alex Colomé","COL","0","63","63.0","2","2","0","16","5","71","36","9","48","22","1.49","6.88","3.19","5.20","4.79","","-0.1","-0.6","","316.9","6661"
"Hirokazu Sawamura","BOS","0","59","58.0","2","2","0","0","11","57","33","10","62","31","1.52","9.64","4.79","5.07","4.98","","-0.1","-0.4","","600.8","27515"
"Jeff Hoffman","CIN","0","50","59.0","2","2","0","1","6","58","33","10","63","29","1.48","9.61","4.51","5.12","5.06","","-0.1","-0.4","","999.0","17432"
"Erasmo Ramírez","WSN","0","22","27.0","1","1","0","0","0","28","15","5","22","10","1.41","7.19","3.20","5.09","5.26","","-0.1","-0.2","","999.0","10314"
"Julio Teheran","","12","12","63.0","3","5","5","0","0","67","41","13","45","31","1.54","6.32","4.33","5.86","6.01","","-0.1","-0.3","","600.8","6797"
"Bryan Shaw","CLE","0","59","58.0","2","2","0","1","14","58","31","9","52","26","1.46","8.10","4.11","4.82","4.88","","-0.1","-0.2","","600.8","8110"
"Aaron Brooks","STL","1","16","21.0","1","1","0","0","5","25","13","4","16","7","1.54","6.70","3.20","5.81","5.59","","-0.1","-0.3","","600.5","12272"
"Jerad Eickhoff","PIT","0","25","30.0","1","1","0","0","1","33","18","6","25","12","1.48","7.31","3.66","5.45","5.35","","-0.2","-0.4","","999.0","12664"
"Ian Kennedy","ARI","0","56","57.0","2","2","0","6","12","58","32","13","59","19","1.34","9.35","2.95","5.04","5.12","","-0.2","-0.4","","470.6","6986"
"Derek Holland","BOS","0","39","44.0","1","1","0","0","1","44","25","8","44","20","1.46","9.02","4.02","5.14","5.11","","-0.2","-0.3","","999.0","4141"
"Chasen Shreve","NYM","0","37","37.0","2","1","0","0","3","34","20","7","35","18","1.42","8.48","4.46","4.78","5.25","","-0.2","-0.1","","999.0","10855"
"Chad Kuhl","COL","15","23","84.0","4","7","5","0","1","97","59","16","71","44","1.68","7.63","4.76","6.27","5.76","","-0.2","-0.9","","600.3","14975"
"Daniel Bard","COL","0","61","60.0","2","2","0","7","11","60","35","9","64","33","1.56","9.55","5.02","5.32","5.02","","-0.2","-0.5","","575.6","7115"
"Josh Tomlin","","0","38","41.0","2","3","0","0","0","47","24","10","31","8","1.33","6.84","1.69","5.33","5.36","","-0.2","-0.4","","999.0","9388"
"Buck Farmer","CIN","0","33","33.0","1","1","0","0","1","35","20","7","32","15","1.52","8.63","4.06","5.54","5.39","","-0.2","-0.4","","999.0","14814"
"Andres Machado","WSN","0","43","42.0","1","2","0","0","4","45","25","8","38","19","1.50","8.10","3.97","5.37","5.26","","-0.2","-0.4","","999.0","14681"
"Tyler Thornburg","ATL","0","38","37.0","1","1","0","0","6","37","22","8","40","18","1.49","9.83","4.40","5.47","5.40","","-0.2","-0.4","","999.0","10688"
"Tanner Rainey","WSN","0","60","56.0","2","2","0","12","14","49","31","10","69","37","1.53","11.17","5.93","4.97","5.14","","-0.2","-0.2","","374.5","17610"
"Brandon Workman","TEX","0","31","31.0","1","1","0","0","0","32","19","6","31","16","1.54","8.93","4.66","5.43","5.39","","-0.2","-0.3","","999.0","11428"
"Ervin Santana","","0","29","32.0","2","2","0","0","0","35","20","7","24","13","1.50","6.78","3.61","5.63","5.66","","-0.2","-0.5","","999.0","3200"
"Robert Stephenson","COL","0","59","59.0","2","2","0","2","12","59","36","12","65","30","1.50","9.88","4.56","5.46","5.27","","-0.3","-0.7","","597.5","13594"
"Jhoulys Chacín","COL","1","51","58.0","2","2","0","0","12","65","36","10","44","25","1.54","6.77","3.86","5.57","5.34","","-0.3","-0.7","","999.0","2608"
"Paolo Espino","WSN","14","28","87.0","4","7","4","0","7","102","60","22","67","31","1.51","6.91","3.15","6.16","6.05","","-0.3","-0.8","","599.7","8246"
"Vladimir Gutierrez","CIN","22","23","121.0","6","10","8","0","0","134","80","28","89","48","1.50","6.63","3.54","5.96","6.06","","-0.3","-0.6","","585.6","19278"
"Jordan Sheffield","COL","0","32","32.0","1","1","0","0","1","32","21","6","30","21","1.65","8.64","5.84","5.86","5.90","","-0.4","-0.5","","999.0","19682"
"Ashton Goudeau","COL","1","29","38.0","1","2","0","0","1","49","28","8","28","16","1.68","6.57","3.68","6.63","5.87","","-0.4","-0.9","","999.0","15139"
"Josh Rogers","WSN","12","19","70.0","3","6","4","0","1","85","49","17","41","24","1.55","5.30","3.07","6.29","6.29","","-0.4","-0.8","","600.8","18510"
